d,n,k,theta,log_cost,pf_inv,eta,metric,gates,depth
64,255,85,1.5707914659769229,36.32930997556043,1598,0.369089236545,naive_classical,1,1
72,255,85,1.5707921779224943,39.03419528863045,2496,0.37877013505857,naive_classical,1,1
80,255,85,1.534883984646033,42.07502206406624,3388,0.38650979302127,naive_classical,1,1
88,255,85,1.4833040505809525,45.12154102632458,3984,0.392792701369874,naive_classical,1,1
96,255,85,1.448464969359502,48.13512662187199,4590,0.398217344739905,naive_classical,1,1
104,255,85,1.4224057795167642,51.12526202173045,5195,0.402940462537685,naive_classical,1,1
112,255,85,1.4018619402725865,54.097247609677794,5797,0.407087369564071,naive_classical,1,1
120,255,85,1.3851123273757946,57.05454296357912,6390,0.410756359567459,naive_classical,1,1
128,255,85,1.371119760756258,59.99960300990926,6972,0.414024905319711,naive_classical,1,1
136,255,85,1.3592190684624528,62.934263869633575,7541,0.416954919721084,naive_classical,1,1
144,255,85,1.3489528849154369,65.85994960148987,8095,0.419596283782669,naive_classical,1,1
152,255,85,1.3400031604051743,68.77484001109107,8635,0.42129343852459,naive_classical,1,1
160,255,85,1.3320958794960507,71.68606166596425,9156,0.42354357503396,naive_classical,1,1
168,255,85,1.3250662013286096,74.59189136366825,9660,0.425784776923419,naive_classical,1,1
176,255,85,1.3187691344479295,77.49104447694438,10146,0.427589473483297,naive_classical,1,1
184,255,85,1.3130938025884822,80.38531792723913,10616,0.429271744832184,naive_classical,1,1
192,255,85,1.3079496536361626,83.27516625713426,11068,0.43084571133398,naive_classical,1,1
200,255,85,1.303262325250893,86.1609778938013,11504,0.432322451403998,naive_classical,1,1
208,255,85,1.2989711502498067,89.04308782241681,11923,0.43371077833073,naive_classical,1,1
216,255,85,1.2950285065806693,91.92178745948137,12326,0.435017859755876,naive_classical,1,1
224,255,85,1.291393447199317,94.7973324124744,13531,0.436249597135267,naive_classical,1,1
232,255,85,1.288028894647159,97.66994863757903,13087,0.437410943676191,naive_classical,1,1
240,255,85,1.2849044432698251,100.53983727377745,13446,0.438506217461652,naive_classical,1,1
248,255,85,1.281998024424598,103.40717856389593,13791,0.439539322637809,naive_classical,1,1
256,255,85,1.2792817063629152,106.27213495719458,14123,0.440513675340099,naive_classical,1,1
264,511,170,1.276641281346897,109.17459588328279,477155,0.450415059567964,naive_classical,1,1
272,511,170,1.274258169338565,112.03685031708393,555624,0.451634532175465,naive_classical,1,1
280,511,170,1.2720206389488273,114.89703736941115,652917,0.452784731764825,naive_classical,1,1
288,511,170,1.269909731469291,117.75527359429485,773520,0.453869396823888,naive_classical,1,1
296,511,170,1.2679213693864675,120.61166662522288,1770,0.454892395989177,naive_classical,1,1
304,511,170,1.2660422788021892,123.4663161338164,1609,0.455857262393872,naive_classical,1,1
312,511,170,1.2642628786629444,126.31931462496728,1470,0.456767456329208,naive_classical,1,1
320,511,170,1.2625764745952233,129.17074811425653,1351,0.45762634695163,naive_classical,1,1
328,511,170,1.2609760002530166,132.02069675462658,1248,0.458437150894181,naive_classical,1,1
336,511,170,1.2594545492987348,134.86923534388785,1157,0.459202942398604,naive_classical,1,1
344,511,170,1.2580060242068383,137.71643374319203,1077,0.45992666365258,naive_classical,1,1
352,511,170,1.2566232043019168,140.56235724939188,1007,0.460611092177919,naive_classical,1,1
360,511,170,1.2553049272989285,143.4070670528014,944,0.461258956373136,naive_classical,1,1
368,511,170,1.254045611819244,146.25062042970467,889,0.461872764689955,naive_classical,1,1
376,511,170,1.2528414920000552,149.09307109262312,838,0.462454909614434,naive_classical,1,1
384,511,170,1.2516859123843969,151.93446944338706,793,0.463007598693075,naive_classical,1,1
392,1023,341,1.2507028182418534,154.69507624127672,91445,0.445787715010473,naive_classical,1,1
400,1023,341,1.2496393269955384,157.53527967700703,82988,0.44647870120547,naive_classical,1,1
408,1023,341,1.2486180554462916,160.37453178037114,75637,0.447137757523565,naive_classical,1,1
416,1023,341,1.2476346768556437,163.21624662829575,69204,0.447767208647255,naive_classical,1,1
424,1023,341,1.2466926686216773,166.05363473240786,63580,0.448369358800078,naive_classical,1,1
432,1023,341,1.2457829162834806,168.89014555413655,58604,0.448946124115781,naive_classical,1,1
440,1023,341,1.2449078507741957,171.72581570172002,54204,0.449499482244073,naive_classical,1,1
448,1023,341,1.2440633758389132,174.56068016034962,50287,0.450031152219848,naive_classical,1,1
456,1023,341,1.2432513003887555,177.39477219394087,46802,0.45054282203377,naive_classical,1,1
464,1023,341,1.2424657574293387,180.22812371359637,43673,0.451035922678703,naive_classical,1,1
472,1023,341,1.2417068092612544,183.0607650346591,40860,0.451511868716978,naive_classical,1,1
480,1023,341,1.240976631157236,185.8927250805042,38335,0.45197199688539,naive_classical,1,1
488,1023,341,1.2402679508935566,188.72403135741877,36042,0.452417386218581,naive_classical,1,1
496,1023,341,1.2395807124449356,191.5547100924798,33958,0.452849138165972,naive_classical,1,1
504,1023,341,1.2389166925019401,194.38478636877608,32066,0.453268292180014,naive_classical,1,1
512,1023,341,1.2382736415068232,197.2142839190292,30340,0.45367573953523,naive_classical,1,1
520,1023,341,1.237649889028864,200.04322538100624,28762,0.454072303535255,naive_classical,1,1
528,1023,341,1.2370453975501365,202.87163225410382,27316,0.454458760982098,naive_classical,1,1
536,1023,341,1.2364601723792616,205.69952494897416,25990,0.45483582237956,naive_classical,1,1
544,1023,341,1.2358908167358749,208.5269229885654,24767,0.455204084554974,naive_classical,1,1
552,1023,341,1.235339130540868,211.35384476954184,23641,0.455564167157591,naive_classical,1,1
560,1023,341,1.2348021230482964,214.18030754632767,22598,0.45591649046669,naive_classical,1,1
568,1023,341,1.234280376489425,217.00632861524994,21633,0.456261702131149,naive_classical,1,1
576,1023,341,1.2337740675653364,219.8319234303617,20740,0.45660017853631,naive_classical,1,1
584,1023,341,1.2332793521270142,222.65710709145125,19906,0.456932267939423,naive_classical,1,1
592,1023,341,1.2328020051148227,225.48189366297495,19137,0.457258425705062,naive_classical,1,1
600,1023,341,1.2323331429172062,228.3062967559709,18413,0.457578852901406,naive_classical,1,1
608,1023,341,1.2318799856094593,231.1303292087897,17743,0.457893960616135,naive_classical,1,1
616,1023,341,1.2314351308971117,233.95400307023868,17112,0.458203912237479,naive_classical,1,1
624,1023,341,1.2310037835829806,236.77732993789624,16524,0.458509033505146,naive_classical,1,1
632,1023,341,1.2305826334436576,239.60032072367858,15972,0.458809498871105,naive_classical,1,1
640,1023,341,1.2301725739264584,242.422985784482,15456,0.459105523785892,naive_classical,1,1
648,1023,341,1.2297722553659174,245.24533494107374,14970,0.459397270307209,naive_classical,1,1
656,1023,341,1.2293818572006827,248.06737752588822,14514,0.459684905262441,naive_classical,1,1
664,1023,341,1.2290007856515965,250.8891223701278,14084,0.459968567515842,naive_classical,1,1
672,1023,341,1.2286252824492123,253.7105778180315,13676,0.460248333724677,naive_classical,1,1
680,1023,341,1.228264662588813,256.5317518394948,13298,0.460524462572882,naive_classical,1,1
688,1023,341,1.2279061473733142,259.35265195702374,12935,0.460796870142957,naive_classical,1,1
696,1023,341,1.2275587956882177,262.17328537166566,12595,0.461065788179847,naive_classical,1,1
704,1023,341,1.2272199931717602,264.99365879394827,12274,0.461331263917087,naive_classical,1,1
712,1023,341,1.2268880428440478,267.81377880052474,11971,0.461593349390691,naive_classical,1,1
720,1023,341,1.2265634007242832,270.6336514573301,11684,0.461852120891415,naive_classical,1,1
728,1023,341,1.226245820830217,273.45328258604707,11412,0.462107637063404,naive_classical,1,1
736,1023,341,1.2259345547859544,276.2726777561385,11154,0.46235994265756,naive_classical,1,1
744,1023,341,1.2256329627166491,279.0918422155754,10912,0.462609138265268,naive_classical,1,1
752,1023,341,1.225331976227052,281.910780901511,10679,0.462855133399579,naive_classical,1,1
760,1023,341,1.2250406426012292,284.7294985723766,10461,0.463098104294978,naive_classical,1,1
768,1023,341,1.224754995582723,287.54799985477274,10254,0.463338028484626,naive_classical,1,1
776,1023,341,1.2244752014800029,290.3662890247417,10057,0.463574941921471,naive_classical,1,1
784,1023,341,1.224201061867185,293.18437020561845,9871,0.463808872109891,naive_classical,1,1
792,1023,341,1.2239329317891827,296.0022472833236,9696,0.464039852203652,naive_classical,1,1
800,1023,341,1.2236695384091696,298.8199241106374,9529,0.464267888874067,naive_classical,1,1
808,1023,341,1.2234114184184368,301.63740421558043,9371,0.464493013847855,naive_classical,1,1
816,1023,341,1.223156983703552,304.45469114983894,9221,0.464715225697098,naive_classical,1,1
824,1023,341,1.2229097006808005,307.2717878535012,9080,0.464934596539088,naive_classical,1,1
832,1023,341,1.2226659720418214,310.08869779949316,8947,0.465151092743515,naive_classical,1,1
840,1023,341,1.2224267997746912,312.9054238873346,8821,0.46536474791626,naive_classical,1,1
848,1023,341,1.2221920555161911,315.7219690040078,8702,0.465575578218105,naive_classical,1,1
856,1023,341,1.2219616165198774,318.5383359212613,8590,0.465783599361787,naive_classical,1,1
864,1023,341,1.2217353655240057,321.35452730265513,8485,0.465988826761416,naive_classical,1,1
872,1023,341,1.2215131905403376,324.17054571018076,8387,0.466191275663302,naive_classical,1,1
880,1023,341,1.2212949844859569,326.98639361048464,8295,0.466390961258589,naive_classical,1,1
888,1023,341,1.22107990070067,329.80207343514996,8209,0.466587888054214,naive_classical,1,1
896,1023,341,1.2208692304782223,332.6175873822563,8129,0.466782091495338,naive_classical,1,1
904,1023,341,1.2206625636789854,335.4329376649264,8055,0.466973582520241,naive_classical,1,1
912,1023,341,1.2204593441654379,338.2481264830806,7988,0.467162370273893,naive_classical,1,1
920,1023,341,1.2202587263579001,341.0631560110791,7925,0.467348460192718,naive_classical,1,1
928,1023,341,1.2200620806602653,343.87802806310447,7868,0.467531889477735,naive_classical,1,1
936,1023,341,1.2198720754750907,346.6927446379767,7818,0.467712713480274,naive_classical,1,1
944,1023,341,1.2196819319588321,349.50730759336875,7773,0.467890855359564,naive_classical,1,1
952,1023,341,1.2194949283564882,352.3217188179358,7732,0.46806638019601,naive_classical,1,1
960,1023,341,1.219310992964444,355.13598009694704,7698,0.468239306294342,naive_classical,1,1
968,1023,341,1.219128220116232,357.9500931367025,7668,0.468409627273233,naive_classical,1,1
976,1023,341,1.2189504833683142,360.76405968882386,7645,0.468577416557626,naive_classical,1,1
984,1023,341,1.2187755547238968,363.577881377988,7626,0.468742664109082,naive_classical,1,1
992,1023,341,1.2186033836498833,366.3915598138256,7613,0.468905390375674,naive_classical,1,1
1000,1023,341,1.2184338937125834,369.20509657199057,7606,0.469065615919376,naive_classical,1,1
1008,1023,341,1.218267025041821,372.01849319268024,7604,0.46922336198597,naive_classical,1,1
1016,1023,341,1.2181030121205891,374.83175118594124,7608,0.469378654148607,naive_classical,1,1
1024,1023,341,1.2179421153822572,377.6448721392806,7617,0.469531518647266,naive_classical,1,1
